Mes;Semana;Dia;Hora;Hora (24h);Cosumo (W);Velocidad viento;Generación Eólica;Irradiencia FV (W/m2);Irradiencia (90º) FV (W/m2);Generación (90º) FV (W);Generación (comvencional) FV (W);Generación Total (W);Excedente (W);Batería (W);Nuevo Consumo;Último Consumo;Nuevo Excedente;;;;;;;;;
;;;917;4:00:00;52;5,467165;0;0;0;0;0;0;0;1127;52;0;0;;;;;;;;;
;;;918;5:00:00;52;5,8947687;0;0;0;0;0;0;0;1075;52;0;0;;;;;;;;;
;;;919;6:00:00;1894,41;5,2596292;0;0;0;0;0;0;0;0;1894,41;1894,41;0;;;;;;;;;
;;;920;7:00:00;2590,45;4,236328;0;0;0;0;0;0;0;0;2590,45;2590,45;0;;;;;;;;;
;;;921;8:00:00;1620,45;5,372512;0;10,06;11,6;103,0144;60,36;60,36;0;0;1560,09;1560,09;0;;;;;;;;;
;;;922;9:00:00;113,56;5,77336;0;34,76;40,07;355,9424;208,56;208,56;95;95;0;0;0;;;;;;;;;
;;;923;10:00:00;52;6,209709;0;44,82;51,67;458,9568;268,92;268,92;216,92;312;0;0;0;;;;;;;;;
;;;924;11:00:00;52;5,6792107;0;158,08;181,01;1618,7392;948,48;948,48;896,48;1208;0;0;0;;;;;;;;;
;;;925;12:00:00;52;5,0595193;0;171,05;197,19;1751,552;1026,3;1026,3;974,3;2183;0;0;0;;;;;;;;;
;;;926;13:00:00;2788;4,703848;0;719,64;394,55;7369,1136;4317,84;4317,84;1529,84;3713;0;0;0;;;;;;;;;
;;;927;14:00:00;362;4,2871227;0;234,72;252,57;2403,5328;1408,32;1408,32;1046,32;4759;0;0;0;;;;;;;;;
;;;928;15:00:00;492;3,3347843;0;43,91;50,62;449,6384;263,46;263,46;0;4530;228,54;0;0;;;;;;;;;
;;;929;16:00:00;52;2,4973102;0;348,71;444,45;3570,7904;2092,26;2092,26;2040,26;6571;0;0;0;;;;;;;;;
;;;930;17:00:00;52;2,268325;0;105,87;189,61;1084,1088;635,22;635,22;583,22;7154;0;0;0;;;;;;;;;
;;;931;18:00:00;1342,2;2,7662883;0;0;0;0;0;0;0;5812;1342,2;0;0;;;;;;;;;
;;;932;19:00:00;3055,45;3,1404605;0;0;0;0;0;0;0;2756;3055,45;299,3;0;;;;;;;;;
;;;933;20:00:00;3419,45;2,9783647;0;0;0;0;0;0;0;0;3419,45;3419,45;0;;;;;;;;;
;;;934;21:00:00;3547,15;3,7134795;0;0;0;0;0;0;0;0;3547,15;3547,15;0;;;;;;;;;
;;;935;22:00:00;625,45;4,649031;0;0;0;0;0;0;0;0;625,45;625,45;0;;;;;;;;;
;;;936;23:00:00;815,45;5,4331956;0;0;0;0;0;0;0;0;815,45;815,45;0;;;;;;;;;
;;Viernes;937;0:00:00;654,6;4,8044076;0;0;0;0;0;0;0;0;654,6;654,6;0;;;;;;;;;
;;;938;1:00:00;52;3,8255668;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;939;2:00:00;52;3,0356994;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;940;3:00:00;52;2,3303964;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;941;4:00:00;52;1,9030643;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;942;5:00:00;52;1,4441395;0;0;0;0;0;0;0;0;52;52;0;;;;;;;;;
;;;943;6:00:00;1894,41;1,4832273;0;0;0;0;0;0;0;0;1894,41;1894,41;0;;;;;;;;;
;;;944;7:00:00;2590,45;2,3367293;0;0;0;0;0;0;0;0;2590,45;2590,45;0;;;;;;;;;
;;;945;8:00:00;1620,45;2,9264817;0;105,85;306,67;1083,904;635,1;635,1;0;0;985,35;985,35;0;;;;;;;;;
;;;946;9:00:00;113,56;2,77471;0;296,18;451,19;3032,8832;1777,08;1777,08;1663,52;1664;0;0;0;;;;;;;;;
;;;947;10:00:00;52;1,9512485;0;534,19;498,4;5470,1056;3205,14;3205,14;3153,14;4817;0;0;0;;;;;;;;;
;;;948;11:00:00;52;2,9066553;0;182,49;206,64;1868,6976;1094,94;1094,94;1042,94;5860;0;0;0;;;;;;;;;
;;;949;12:00:00;52;3,067836;0;782,26;243,17;8010,3424;4693,56;4693,56;4641,56;10501;0;0;0;;;;;;;;;
;;;950;13:00:00;2788;3,1368358;0;722,04;396,81;7393,6896;4332,24;4332,24;1544,24;12045;0;0;0;;;;;;;;;
;;;951;14:00:00;362;2,928174;0;210,78;232,85;2158,3872;1264,68;1264,68;902,68;12948;0;0;0;;;;;;;;;
;;;952;15:00:00;492;3,7518878;0;245,08;265,25;2509,6192;1470,48;1470,48;978,48;13927;0;0;0;;;;;;;;;
;;;953;16:00:00;52;3,8530936;0;328,69;417,54;3365,7856;1972,14;1972,14;1920,14;15847;0;0;0;;;;;;;;;
;;;954;17:00:00;52;3,3344345;0;115,33;207,2;1180,9792;691,98;691,98;639,98;16487;0;0;0;;;;;;;;;
;;;955;18:00:00;1342,2;3,0633159;0;0;0;0;0;0;0;15144;1342,2;0;0;;;;;;;;;
;;;956;19:00:00;3055,45;2,9460309;0;0;0;0;0;0;0;12089;3055,45;0;0;;;;;;;;;
;;;957;20:00:00;3419,45;3,5086858;0;0;0;0;0;0;0;8670;3419,45;0;0;;;;;;;;;
;;;958;21:00:00;3547,15;3,9003835;0;0;0;0;0;0;0;5122;3547,15;0;0;;;;;;;;;
;;;959;22:00:00;625,45;5,1265683;0;0;0;0;0;0;0;4497;625,45;0;0;;;;;;;;;
;;;960;23:00:00;815,45;6,345672;0;0;0;0;0;0;0;3682;815,45;0;0;;;;;;;;;
;;Sábado;961;0:00:00;757,2;7,097535;0;0;0;0;0;0;0;2924;757,2;0;0;;;;;;;;;
;;;962;1:00:00;362;7,669557;0;0;0;0;0;0;0;2562;362;0;0;;;;;;;;;
;;;963;2:00:00;52;7,462031;0;0;0;0;0;0;0;2510;52;0;0;;;;;;;;;
;;;964;3:00:00;52;7,320947;0;0;0;0;0;0;0;2458;52;0;0;;;;;;;;;
;;;965;4:00:00;52;6,907479;0;0;0;0;0;0;0;2406;52;0;0;;;;;;;;;
;;;966;5:00:00;52;6,986557;0;0;0;0;0;0;0;2354;52;0;0;;;;;;;;;
;;;967;6:00:00;399,6;7,6314793;0;0;0;0;0;0;0;1955;399,6;0;0;;;;;;;;;
;;;968;7:00:00;2365,45;8,080009;0;0;0;0;0;0;0;0;2365,45;2365,45;0;;;;;;;;;
;;;969;8:00:00;2160,45;8,047631;0;119,45;374,85;1223,168;716,7;716,7;0;0;1443,75;1443,75;0;;;;;;;;;
;;;970;9:00:00;1311,81;7,4209843;0;354,67;556,49;3631,8208;2128,02;2128,02;816,21;816;0;0;0;;;;;;;;;
;;;971;10:00:00;1676,25;7,6153245;0;593,44;534,25;6076,8256;3560,64;3560,64;1884,39;2701;0;0;0;;;;;;;;;
;;;972;11:00:00;232;8,341212;0;795,07;388,38;8141,5168;4770,42;4770,42;4538,42;7239;0;0;0;;;;;;;;;
;;;973;12:00:00;52;8,619676;0;920,29;177,85;9423,7696;5521,74;5521,74;5469,74;12709;0;0;0;;;;;;;;;
;;;974;13:00:00;2755;9,0161295;0;1007,99;365,84;10321,8176;6047,94;6047,94;3292,94;16002;0;0;0;;;;;;;;;
;;;975;14:00:00;2642;8,7321825;0;960,07;593,7;9831,1168;5760,42;5760,42;3118,42;19120;0;0;0;;;;;;;;;
;;;976;15:00:00;492;8,320038;0;845,06;763,45;8653,4144;5070,36;5070,36;4578,36;23698;0;0;0;;;;;;;;;
;;;977;16:00:00;52;7,778458;0;681,28;876,01;6976,3072;4087,68;4087,68;4035,68;27734;0;0;0;;;;;;;;;
;;;978;17:00:00;52;7,295327;0;495,74;994,96;5076,3776;2974,44;2974,44;2922,44;30657;0;0;0;;;;;;;;;
;;;979;18:00:00;632,2;7,2988973;0;0;0;0;0;0;0;30024;632,2;0;0;;;;;;;;;
;;;980;19:00:00;1343,7;7,2685094;0;0;0;0;0;0;0;28681;1343,7;0;0;;;;;;;;;
;;;981;20:00:00;3239,45;7,099446;0;0;0;0;0;0;0;25441;3239,45;0;0;;;;;;;;;
;;;982;21:00:00;5495,45;7,1260953;0;0;0;0;0;0;0;19946;5495,45;0;0;;;;;;;;;
;;;983;22:00:00;625,45;6,346107;0;0;0;0;0;0;0;19320;625,45;0;0;;;;;;;;;
;;;984;23:00:00;815,45;6,1478653;0;0;0;0;0;0;0;18505;815,45;0;0;;;;;;;;;
;;Domingo;985;0:00:00;757,2;5,7073555;0;0;0;0;0;0;0;17748;757,2;0;0;;;;;;;;;
;;;986;1:00:00;362;6,2482476;0;0;0;0;0;0;0;17386;362;0;0;;;;;;;;;
;;;987;2:00:00;52;6,49256;0;0;0;0;0;0;0;17334;52;0;0;;;;;;;;;
;;;988;3:00:00;52;6,902743;0;0;0;0;0;0;0;17282;52;0;0;;;;;;;;;
;;;989;4:00:00;52;6,9644074;0;0;0;0;0;0;0;17230;52;0;0;;;;;;;;;
;;;990;5:00:00;52;6,7281394;0;0;0;0;0;0;0;17178;52;0;0;;;;;;;;;
;;;991;6:00:00;399,6;6,6629157;0;0;0;0;0;0;0;16778;399,6;0;0;;;;;;;;;
;;;992;7:00:00;2365,45;6,3688407;0;0;0;0;0;0;0;14413;2365,45;0;0;;;;;;;;;
;;;993;8:00:00;2160,45;6,1067038;0;123,89;392,53;1268,6336;743,34;743,34;0;12996;1417,11;0;0;;;;;;;;;
;;;994;9:00:00;1311,81;5,849983;0;359,6;564,6;3682,304;2157,6;2157,6;845,79;13841;0;0;0;;;;;;;;;
;;;995;10:00:00;1676,25;6,0983195;0;624,57;551,26;6395,5968;3747,42;3747,42;2071,17;15913;0;0;0;;;;;;;;;
;;;996;11:00:00;232;5,8599052;0;828,83;387,33;8487,2192;4972,98;4972,98;4740,98;20653;0;0;0;;;;;;;;;
;;;997;12:00:00;52;5,7106314;0;974,34;152,57;9977,2416;5846,04;5846,04;5794,04;26448;0;0;0;;;;;;;;;
;;;998;13:00:00;2755;5,57365;0;1035,06;364,33;10599,0144;6210,36;6210,36;3455,36;29903;0;0;0;;;;;;;;;
;;;999;14:00:00;2642;5,31419;0;989,69;602,23;10134,4256;5938,14;5938,14;3296,14;33199;0;0;0;;;;;;;;;
;;;1000;15:00:00;492;5,079685;0;882,6;789,46;9037,824;5295,6;5295,6;4803,6;38003;0;0;2806,22;;;;;;;;;
;;;1001;16:00:00;52;4,573555;0;718,16;921,33;7353,9584;4308,96;4308,96;4256,96;40000;0;0;4256,96;;;;;;;;;
;;;1002;17:00:00;52;4,616316;0;512,72;1030,17;5250,2528;3076,32;3076,32;3024,32;40000;0;0;3024,32;;;;;;;;;
;;;1003;18:00:00;632,2;4,3346515;0;0;0;0;0;0;0;39368;632,2;0;0;;;;;;;;;
;;;1004;19:00:00;1343,7;4,4061503;0;0;0;0;0;0;0;38024;1343,7;0;0;;;;;;;;;
;;;1005;20:00:00;3239,45;4,6904383;0;0;0;0;0;0;0;34785;3239,45;0;0;;;;;;;;;
;;;1006;21:00:00;5495,45;4,9350705;0;0;0;0;0;0;0;29289;5495,45;0;0;;;;;;;;;
;;;1007;22:00:00;625,45;5,019888;0;0;0;0;0;0;0;28664;625,45;0;0;;;;;;;;;
;;;1008;23:00:00;815,45;4,5240817;0;0;0;0;0;0;0;27848;815,45;0;0;;;;;;;;;
;7;Lunes;1009;0:00:00;654,6;4,6462364;0;0;0;0;0;0;0;27194;654,6;0;0;;;;;;;;;
;;;1010;1:00:00;52;4,253475;0;0;0;0;0;0;0;27142;52;0;0;;;;;;;;;
;;;1011;2:00:00;52;4,240608;0;0;0;0;0;0;0;27090;52;0;0;;;;;;;;;
;;;1012;3:00:00;52;4,315041;0;0;0;0;0;0;0;27038;52;0;0;;;;;;;;;
;;;1013;4:00:00;52;4,0739026;0;0;0;0;0;0;0;26986;52;0;0;;;;;;;;;
;;;1014;5:00:00;52;4,0223384;0;0;0;0;0;0;0;26934;52;0;0;;;;;;;;;
;;;1015;6:00:00;1894,41;4,114566;0;0;0;0;0;0;0;25039;1894,41;0;0;;;;;;;;;
;;;1016;7:00:00;2590,45;4,195024;0;0;0;0;0;0;0;22449;2590,45;0;0;;;;;;;;;
;;;1017;8:00:00;1620,45;4,9507055;0;67,2;117,28;688,128;403,2;403,2;0;21232;1217,25;0;0;;;;;;;;;
;;;1018;9:00:00;113,56;5,5534835;0;180,21;236,58;1845,3504;1081,26;1081,26;967,7;22199;0;0;0;;;;;;;;;
;;;1019;10:00:00;52;6,230346;0;299,58;320,99;3067,6992;1797,48;1797,48;1745,48;23945;0;0;0;;;;;;;;;
;;;1020;11:00:00;52;8,558544;0;700,9;401,2;7177,216;4205,4;4205,4;4153,4;28098;0;0;0;;;;;;;;;
;;;1021;12:00:00;52;9,464372;0;784,38;251,91;8032,0512;4706,28;4706,28;4654,28;32752;0;0;0;;;;;;;;;
;;;1022;13:00:00;2788;8,938803;0;895,06;389,09;9165,4144;5370,36;5370,36;2582,36;35335;0;0;0;;;;;;;;;
;;;1023;14:00:00;362;7,963014;0;959,35;591,45;9823,744;5756,1;5756,1;5394,1;40000;0;0;5394,1;;;;;;;;;
;;;1024;15:00:00;492;7,3774104;0;866,63;776,11;8874,2912;5199,78;5199,78;4707,78;40000;0;0;4707,78;;;;;;;;;
;;;1025;16:00:00;52;6,6244407;0;678,27;871,47;6945,4848;4069,62;4069,62;4017,62;40000;0;0;4017,62;;;;;;;;;
;;;1026;17:00:00;52;5,8101144;0;485,46;974,66;4971,1104;2912,76;2912,76;2860,76;40000;0;0;2860,76;;;;;;;;;
;;;1027;18:00:00;1342,2;5,2488756;0;0;0;0;0;0;0;38658;1342,2;0;0;;;;;;;;;
;;;1028;19:00:00;3055,45;4,50618;0;0;0;0;0;0;0;35602;3055,45;0;0;;;;;;;;;
;;;1029;20:00:00;3419,45;3,9476168;0;0;0;0;0;0;0;32183;3419,45;0;0;;;;;;;;;
;;;1030;21:00:00;3547,15;3,4090066;0;0;0;0;0;0;0;28636;3547,15;0;0;;;;;;;;;
;;;1031;22:00:00;625,45;3,4577034;0;0;0;0;0;0;0;28010;625,45;0;0;;;;;;;;;
;;;1032;23:00:00;815,45;3,84995;0;0;0;0;0;0;0;27195;815,45;0;0;;;;;;;;;
;;Martes;1033;0:00:00;654,6;4,3854756;0;0;0;0;0;0;0;26540;654,6;0;0;;;;;;;;;
;;;1034;1:00:00;52;4,5121922;0;0;0;0;0;0;0;26488;52;0;0;;;;;;;;;
;;;1035;2:00:00;52;4,072617;0;0;0;0;0;0;0;26436;52;0;0;;;;;;;;;
;;;1036;3:00:00;52;3,9396122;0;0;0;0;0;0;0;26384;52;0;0;;;;;;;;;
;;;1037;4:00:00;52;3,7926204;0;0;0;0;0;0;0;26332;52;0;0;;;;;;;;;
;;;1038;5:00:00;52;3,5087378;0;0;0;0;0;0;0;26280;52;0;0;;;;;;;;;
;;;1039;6:00:00;1894,41;3,2719896;0;0;0;0;0;0;0;24386;1894,41;0;0;;;;;;;;;
;;;1040;7:00:00;2590,45;3,292417;0;0;0;0;0;0;0;21795;2590,45;0;0;;;;;;;;;
;;;1041;8:00:00;1620,45;3,6654406;0;129,81;413,57;1329,2544;778,86;778,86;0;20954;841,59;0;0;;;;;;;;;
;;;1042;9:00:00;113,56;3,8708477;0;385,96;609,13;3952,2304;2315,76;2315,76;2202,2;23156;0;0;0;;;;;;;;;
;;;1043;10:00:00;52;3,6327522;0;625,71;552,85;6407,2704;3754,26;3754,26;3702,26;26858;0;0;0;;;;;;;;;
;;;1044;11:00:00;52;3,414399;0;829,11;388,68;8490,0864;4974,66;4974,66;4922,66;31781;0;0;0;;;;;;;;;
;;;1045;12:00:00;52;3,2368321;0;981,14;151,34;10046,8736;5886,84;5886,84;5834,84;37616;0;0;3450,6;;;;;;;;;
;;;1046;13:00:00;2788;2,973776;0;1021,56;367,75;10460,7744;6129,36;6129,36;3341,36;40000;0;0;3341,36;;;;;;;;;
;;;1047;14:00:00;362;2,0015175;0;974,32;599,02;9977,0368;5845,92;5845,92;5483,92;40000;0;0;5483,92;;;;;;;;;
;;;1048;15:00:00;492;0,43667814;0;881,25;788,58;9024;5287,5;5287,5;4795,5;40000;0;0;4795,5;;;;;;;;;
;;;1049;16:00:00;52;1,5919601;0;692,67;889,83;7092,9408;4156,02;4156,02;4104,02;40000;0;0;4104,02;;;;;;;;;
;;;1050;17:00:00;52;1,7885904;0;518,35;1043,03;5307,904;3110,1;3110,1;3058,1;40000;0;0;3058,1;;;;;;;;;
;;;1051;18:00:00;1342,2;1,2363416;0;0;0;0;0;0;0;38658;1342,2;0;0;;;;;;;;;
;;;1052;19:00:00;3055,45;0,4595371;0;0;0;0;0;0;0;35602;3055,45;0;0;;;;;;;;;
;;;1053;20:00:00;3419,45;0,7796622;0;0;0;0;0;0;0;32183;3419,45;0;0;;;;;;;;;
;;;1054;21:00:00;3547,15;1,2550348;0;0;0;0;0;0;0;28636;3547,15;0;0;;;;;;;;;
;;;1055;22:00:00;625,45;1,5341408;0;0;0;0;0;0;0;28010;625,45;0;0;;;;;;;;;
;;;1056;23:00:00;815,45;2,0647132;0;0;0;0;0;0;0;27195;815,45;0;0;;;;;;;;;
;;Miércoles;1057;0:00:00;654,6;2,2590957;0;0;0;0;0;0;0;26540;654,6;0;0;;;;;;;;;
;;;1058;1:00:00;52;2,5312715;0;0;0;0;0;0;0;26488;52;0;0;;;;;;;;;
;;;1059;2:00:00;52;2,7089899;0;0;0;0;0;0;0;26436;52;0;0;;;;;;;;;
;;;1060;3:00:00;52;2,5404723;0;0;0;0;0;0;0;26384;52;0;0;;;;;;;;;
;;;1061;4:00:00;52;2,3525772;0;0;0;0;0;0;0;26332;52;0;0;;;;;;;;;
;;;1062;5:00:00;52;2,249076;0;0;0;0;0;0;0;26280;52;0;0;;;;;;;;;
;;;1063;6:00:00;1894,41;2,4183547;0;0;0;0;0;0;0;24386;1894,41;0;0;;;;;;;;;
;;;1064;7:00:00;2590,45;2,5092916;0;0;0;0;0;0;0;21795;2590,45;0;0;;;;;;;;;
;;;1065;8:00:00;1620,45;2,7034464;0;138,35;447,45;1416,704;830,1;830,1;0;21005;790,35;0;0;;;;;;;;;
;;;1066;9:00:00;113,56;1,975021;0;391,24;617,47;4006,2976;2347,44;2347,44;2233,88;23239;0;0;0;;;;;;;;;
;;;1067;10:00:00;52;1,3952761;0;621,22;556,09;6361,2928;3727,32;3727,32;3675,32;26914;0;0;0;;;;;;;;;
;;;1068;11:00:00;52;1,6084871;0;828,67;398,57;8485,5808;4972,02;4972,02;4920,02;31834;0;0;0;;;;;;;;;
;;;1069;12:00:00;52;2,0504398;0;942,43;186,63;9650,4832;5654,58;5654,58;5602,58;37437;0;0;3039,42;;;;;;;;;
;;;1070;13:00:00;2788;2,097832;0;1000,59;385,8;10246,0416;6003,54;6003,54;3215,54;40000;0;0;3215,54;;;;;;;;;
;;;1071;14:00:00;362;2,447295;0;842,61;579,27;8628,3264;5055,66;5055,66;4693,66;40000;0;0;4693,66;;;;;;;;;
;;;1072;15:00:00;492;2,5400176;0;867,51;784,74;8883,3024;5205,06;5205,06;4713,06;40000;0;0;4713,06;;;;;;;;;
;;;1073;16:00:00;52;2,3210473;0;521,27;672,24;5337,8048;3127,62;3127,62;3075,62;40000;0;0;3075,62;;;;;;;;;
;;;1074;17:00:00;52;1,5604002;0;32,01;36,91;327,7824;192,06;192,06;140,06;40000;0;0;140,06;;;;;;;;;
;;;1075;18:00:00;1342,2;1,2687511;0;0;0;0;0;0;0;38658;1342,2;0;0;;;;;;;;;
;;;1076;19:00:00;3055,45;1,2325219;0;0;0;0;0;0;0;35602;3055,45;0;0;;;;;;;;;
;;;1077;20:00:00;3419,45;1,2760503;0;0;0;0;0;0;0;32183;3419,45;0;0;;;;;;;;;
;;;1078;21:00:00;3547,15;1,2572756;0;0;0;0;0;0;0;28636;3547,15;0;0;;;;;;;;;
;;;1079;22:00:00;625,45;1,4395179;0;0;0;0;0;0;0;28010;625,45;0;0;;;;;;;;;
;;;1080;23:00:00;815,45;1,1923351;0;0;0;0;0;0;0;27195;815,45;0;0;;;;;;;;;
;;Jueves;1081;0:00:00;654,6;0,93458486;0;0;0;0;0;0;0;26540;654,6;0;0;;;;;;;;;
;;;1082;1:00:00;52;0,7145314;0;0;0;0;0;0;0;26488;52;0;0;;;;;;;;;
;;;1083;2:00:00;52;0,7184796;0;0;0;0;0;0;0;26436;52;0;0;;;;;;;;;
;;;1084;3:00:00;52;0,7221189;0;0;0;0;0;0;0;26384;52;0;0;;;;;;;;;
;;;1085;4:00:00;52;0,6587493;0;0;0;0;0;0;0;26332;52;0;0;;;;;;;;;
;;;1086;5:00:00;52;0,6710901;0;0;0;0;0;0;0;26280;52;0;0;;;;;;;;;
;;;1087;6:00:00;1894,41;1,0669007;0;0;0;0;0;0;0;24386;1894,41;0;0;;;;;;;;;
;;;1088;7:00:00;2590,45;1,14667;0;0;0;0;0;0;0;21795;2590,45;0;0;;;;;;;;;
;;;1089;8:00:00;1620,45;1,1207029;0;142,13;461,93;1455,4112;852,78;852,78;0;21028;767,67;0;0;;;;;;;;;
;;;1090;9:00:00;113,56;0,615459;0;394,34;622,19;4038,0416;2366,04;2366,04;2252,48;23280;0;0;0;;;;;;;;;
;;;1091;10:00:00;52;1,0315849;0;625,27;559,86;6402,7648;3751,62;3751,62;3699,62;26980;0;0;0;;;;;;;;;
;;;1092;11:00:00;52;1,6235282;0;742,18;417,53;7599,9232;4453,08;4453,08;4401,08;31381;0;0;0;;;;;;;;;
;;;1093;12:00:00;52;2,2345808;0;947,97;188,04;9707,2128;5687,82;5687,82;5635,82;37017;0;0;2652,54;;;;;;;;;
;;;1094;13:00:00;2788;2,3056817;0;1004,91;387,27;10290,2784;6029,46;6029,46;3241,46;40000;0;0;3241,46;;;;;;;;;
;;;1095;14:00:00;362;1,8443434;0;265,7;284,33;2720,768;1594,2;1594,2;1232,2;40000;0;0;1232,2;;;;;;;;;
;;;1096;15:00:00;492;2,2945616;0;513,21;513,27;5255,2704;3079,26;3079,26;2587,26;40000;0;0;2587,26;;;;;;;;;
;;;1097;16:00:00;52;2,442508;0;699,2;899,77;7159,808;4195,2;4195,2;4143,2;40000;0;0;4143,2;;;;;;;;;
;;;1098;17:00:00;52;1,8380363;0;496,83;1001,68;5087,5392;2980,98;2980,98;2928,98;40000;0;0;2928,98;;;;;;;;;
;;;1099;18:00:00;1342,2;1,6702797;0;0;0;0;0;0;0;38658;1342,2;0;0;;;;;;;;;
;;;1100;19:00:00;3055,45;1,6220777;0;0;0;0;0;0;0;35602;3055,45;0;0;;;;;;;;;
;;;1101;20:00:00;3419,45;1,5463997;0;0;0;0;0;0;0;32183;3419,45;0;0;;;;;;;;;
;;;1102;21:00:00;3547,15;1,1133827;0;0;0;0;0;0;0;28636;3547,15;0;0;;;;;;;;;
;;;1103;22:00:00;625,45;1,1410238;0;0;0;0;0;0;0;28010;625,45;0;0;;;;;;;;;
;;;1104;23:00:00;815,45;1,319571;0;0;0;0;0;0;0;27195;815,45;0;0;;;;;;;;;
;;Viernes;1105;0:00:00;654,6;0,9171603;0;0;0;0;0;0;0;26540;654,6;0;0;;;;;;;;;
;;;1106;1:00:00;52;0,8121374;0;0;0;0;0;0;0;26488;52;0;0;;;;;;;;;
;;;1107;2:00:00;52;1,1550047;0;0;0;0;0;0;0;26436;52;0;0;;;;;;;;;
;;;1108;3:00:00;52;1,1168981;0;0;0;0;0;0;0;26384;52;0;0;;;;;;;;;
;;;1109;4:00:00;52;2,1299617;0;0;0;0;0;0;0;26332;52;0;0;;;;;;;;;
;;;1110;5:00:00;52;2,442569;0;0;0;0;0;0;0;26280;52;0;0;;;;;;;;;
;;;1111;6:00:00;1894,41;2,3319263;0;0;0;0;0;0;0;24386;1894,41;0;0;;;;;;;;;
;;;1112;7:00:00;2590,45;1,7252488;0;0;0;0;0;0;0;21795;2590,45;0;0;;;;;;;;;
;;;1113;8:00:00;1620,45;2,2951255;0;149,06;488,87;1526,3744;894,36;894,36;0;21069;726,09;0;0;;;;;;;;;
;;;1114;9:00:00;113,56;2,3501067;0;403,8;637,34;4134,912;2422,8;2422,8;2309,24;23379;0;0;0;;;;;;;;;
;;;1115;10:00:00;52;2,4832337;0;652,44;577,26;6680,9856;3914,64;3914,64;3862,64;27241;0;0;0;;;;;;;;;
;;;1116;11:00:00;52;1,4909545;0;848,49;406,24;8688,5376;5090,94;5090,94;5038,94;32280;0;0;0;;;;;;;;;
;;;1117;12:00:00;52;0,58437765;0;971,5;183,18;9948,16;5829;5829;5777;38057;0;0;3834,12;;;;;;;;;
;;;1118;13:00:00;2788;0,32048845;0;739,03;429,5;7567,6672;4434,18;4434,18;1646,18;39703;0;0;1349,48;;;;;;;;;
;;;1119;14:00:00;362;0,8820942;0;700,06;536,14;7168,6144;4200,36;4200,36;3838,36;40000;0;0;3838,36;;;;;;;;;
;;;1120;15:00:00;492;1,203186;0;798,58;743,68;8177,4592;4791,48;4791,48;4299,48;40000;0;0;4299,48;;;;;;;;;
;;;1121;16:00:00;52;1,2342367;0;685,53;883,67;7019,8272;4113,18;4113,18;4061,18;40000;0;0;4061,18;;;;;;;;;
;;;1122;17:00:00;52;1,2706822;0;518,14;1046,97;5305,7536;3108,84;3108,84;3056,84;40000;0;0;3056,84;;;;;;;;;
;;;1123;18:00:00;1342,2;1,3661267;0;0;0;0;0;0;0;38658;1342,2;0;0;;;;;;;;;
;;;1124;19:00:00;3055,45;0,881173;0;0;0;0;0;0;0;35602;3055,45;0;0;;;;;;;;;
;;;1125;20:00:00;3419,45;0,74786747;0;0;0;0;0;0;0;32183;3419,45;0;0;;;;;;;;;
;;;1126;21:00:00;3547,15;1,5566422;0;0;0;0;0;0;0;28636;3547,15;0;0;;;;;;;;;
;;;1127;22:00:00;625,45;1,7616346;0;0;0;0;0;0;0;28010;625,45;0;0;;;;;;;;;
;;;1128;23:00:00;815,45;2,1069422;0;0;0;0;0;0;0;27195;815,45;0;0;;;;;;;;;
;;Sábado;1129;0:00:00;757,2;2,6067505;0;0;0;0;0;0;0;26438;757,2;0;0;;;;;;;;;
;;;1130;1:00:00;362;2,7562802;0;0;0;0;0;0;0;26076;362;0;0;;;;;;;;;
;;;1131;2:00:00;52;2,7326977;0;0;0;0;0;0;0;26024;52;0;0;;;;;;;;;
;;;1132;3:00:00;52;2,6258898;0;0;0;0;0;0;0;25972;52;0;0;;;;;;;;;
;;;1133;4:00:00;52;2,6989954;0;0;0;0;0;0;0;25920;52;0;0;;;;;;;;;
;;;1134;5:00:00;52;2,9375572;0;0;0;0;0;0;0;25868;52;0;0;;;;;;;;;
;;;1135;6:00:00;399,6;3,002496;0;0;0;0;0;0;0;25468;399,6;0;0;;;;;;;;;
;;;1136;7:00:00;2365,45;2,7897635;0;0;0;0;0;0;0;23103;2365,45;0;0;;;;;;;;;
;;;1137;8:00:00;2160,45;2,8932273;0;150,39;493,1;1539,9936;902,34;902,34;0;21844;1258,11;0;0;;;;;;;;;
;;;1138;9:00:00;1311,81;2,7381487;0;396,53;624,5;4060,4672;2379,18;2379,18;1067,37;22912;0;0;0;;;;;;;;;
;;;1139;10:00:00;1676,25;1,660999;0;649,35;574,47;6649,344;3896,1;3896,1;2219,85;25132;0;0;0;;;;;;;;;
;;;1140;11:00:00;232;0,19634505;0;861,8;402,85;8824,832;5170,8;5170,8;4938,8;30071;0;0;0;;;;;;;;;
;;;1141;12:00:00;52;0,1700013;0;996,24;164,9;10201,4976;5977,44;5977,44;5925,44;35996;0;0;1921,39;;;;;;;;;
;;;1142;13:00:00;2755;0,48100632;0;1057,15;380,23;10825,216;6342,9;6342,9;3587,9;39584;0;0;3171,75;;;;;;;;;
